RENDICION DE BSP																								
JAZZ																								
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
COMPAÑIA	AA																							
FILE	Nº TICKET	FECHA	TARIFA	OFFLINE	CASH	TARJETA	IMPUESTOS	Resols.	(IVA)	COMISION	SUBTOTAL	NETO	%	OVER	A PAGAR	TOUR CODE	NRO TARJETA	OC						
66334     USD	3573-449922-	21/2/2025	       1009.00		       1264.48		      255.48				       1264.48				       1264.48									
66334     USD	3573-449923-	21/2/2025	       1009.00		       1264.48		      255.48				       1264.48				       1264.48									
66334     USD	3573-449924-	21/2/2025	       1009.00		       1264.48		      255.48				       1264.48				       1264.48									
66334     USD	3573-449925-	21/2/2025	       1009.00		       1264.48		      255.48				       1264.48				       1264.48									
66400     USD	3573-449926-	22/1/2025	        891.00		       1106.11		      215.11				       1106.11				       1106.11									
66426     USD	3573-449927-	22/1/2025	       1190.00		       1458.18		      268.18				       1458.18				       1458.18									
66426     USD	3573-449928-	22/1/2025	       1190.00		       1458.18		      268.18				       1458.18				       1458.18									
66462     USD	3573-449929-	23/1/2025			        212.71		      212.71				        212.71	        857.00		     -857.00	       1069.71									
66462     USD	3573-449930-	23/1/2025			        204.01		      204.01				        204.01	        733.00		     -733.00	        937.01									
66462     USD	3573-449931-	23/1/2025			        204.01		      204.01				        204.01	        733.00		     -733.00	        937.01									
66463     USD	3573-449932-	23/1/2025			        210.01		      210.01				        210.01	        819.00		     -819.00	       1029.01									
66463     USD	3573-449933-	23/1/2025			        210.01		      210.01				        210.01	        819.00		     -819.00	       1029.01									
66463     USD	3573-449934-	23/1/2025			        210.01		      210.01				        210.01	        819.00		     -819.00	       1029.01									
66463     USD	3573-449935-	23/1/2025			        210.01		      210.01				        210.01	        819.00		     -819.00	       1029.01									
66463     USD	3573-449936-	23/1/2025			        210.01		      210.01				        210.01	        819.00		     -819.00	       1029.01									
66464     USD	3573-449937-	23/1/2025			        293.82		      293.82				        293.82	        848.00		     -848.00	       1141.82									
66464     USD	3573-449938-	23/1/2025			        293.82		      293.82				        293.82	        848.00		     -848.00	       1141.82									
66546     USD	3573-449939-	25/1/2025	       1026.00		       1282.68		      256.68				       1282.68				       1282.68									
66546     USD	3573-449940-	25/1/2025	        687.00		        919.98		      232.98				        919.98				        919.98									
66546     USD	3573-449941-	25/1/2025	       1026.00		       1282.68		      256.68				       1282.68				       1282.68									
66546     USD	3573-449942-	25/1/2025	       1026.00		       1282.68		      256.68				       1282.68				       1282.68									
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
66546     USD	3573-449943-	25/1/2025	        687.00		        919.98		      232.98				        919.98				        919.98									
66546     USD	3573-449944-	25/1/2025	        687.00		        919.98		      232.98				        919.98				        919.98									
66546     USD	3573-449945-	25/1/2025	       1026.00		       1282.68		      256.68				       1282.68				       1282.68									
66550     USD	3573-449946-	25/1/2025	        679.00		        911.38		      232.38				        911.38				        911.38									
66550     USD	3573-449947-	25/1/2025	        679.00		        911.38		      232.38				        911.38				        911.38									
66621     USD	3573-449948-	27/1/2025			        217.70		      217.70				        217.70	       1183.00		    -1183.00	       1400.70									
66621     USD	3573-458700-	27/1/2025			        217.70		      217.70				        217.70	       1183.00		    -1183.00	       1400.70									
66607     USD	3573-458702-	27/1/2025	       1133.00		       1466.28		      333.28				       1466.28				       1466.28									
66607     USD	3573-458703-	27/1/2025	       1133.00		       1466.28		      333.28				       1466.28				       1466.28									
66607     USD	3573-458704-	27/1/2025	       1133.00		       1466.28		      333.28				       1466.28				       1466.28									
66607     USD	3573-458705-	27/1/2025	       1133.00		       1466.28		      333.28				       1466.28				       1466.28									
66622     USD	3573-458706-	27/1/2025			        209.50		      209.50				        209.50	       1003.00		    -1003.00	       1212.50									
66622     USD	3573-458707-	27/1/2025			        209.50		      209.50				        209.50	       1003.00		    -1003.00	       1212.50									
66622     USD	3573-458708-	27/1/2025			        217.10		      217.10				        217.10	       1111.00		    -1111.00	       1328.10									
66672     USD	3573-458709-	28/1/2025			        290.33		      290.33				        290.33	        745.00		     -745.00	       1035.33									
66672     USD	3573-458710-	28/1/2025			        290.33		      290.33				        290.33	        745.00		     -745.00	       1035.33									
66672     USD	3573-458711-	28/1/2025			        290.33		      290.33				        290.33	        745.00		     -745.00	       1035.33									
66672     USD	3573-458712-	28/1/2025			        290.33		      290.33				        290.33	        745.00		     -745.00	       1035.33									
66652     USD	3573-458715-	28/1/2025			        201.81		      201.81				        201.81	        702.00		     -702.00	        903.81									
66675     USD	3573-458716-	28/1/2025			        231.31		      231.31				        231.31	       1123.00		    -1123.00	       1354.31									
66675     USD	3573-458718-	28/1/2025			        231.31		      231.31				        231.31	       1123.00		    -1123.00	       1354.31									
66675     USD	3573-458720-	28/1/2025			        240.41		      240.41				        240.41	       1253.00		    -1253.00	       1493.41									
66675     USD	3573-458722-	28/1/2025			        240.41		      240.41				        240.41	       1253.00		    -1253.00	       1493.41									
66676     USD	3573-458724-	28/1/2025			        228.21		      228.21				        228.21	       1079.00		    -1079.00	       1307.21									
66676     USD	3573-458726-	28/1/2025			        228.21		      228.21				        228.21	       1079.00		    -1079.00	       1307.21									
66647     USD	3573-458728-	28/1/2025	       1022.00		       1223.65		      201.65				       1223.65				       1223.65									
66647     USD	3573-458729-	28/1/2025	       1022.00		       1223.65		      201.65				       1223.65				       1223.65									
66666     USD	3573-458730-	29/1/2025	        649.00		        879.28		      230.28				        879.28				        879.28									
66666     USD	3573-458731-V	29/1/2025	        649.00		        879.28		      230.28				        879.28				        879.28									
66687     USD	3573458732	29/1/2025	        649.00		        879.28		      230.28				        879.28				        879.28									
66687     USD	3573-458733-	29/1/2025	        649.00		        879.28		      230.28				        879.28				        879.28									
66731     USD	3573-458734-	29/1/2025			        258.48		      258.48				        258.48	       1051.00		    -1051.00	       1309.48									
66731     USD	3573-458735-	29/1/2025			        234.18		      234.18				        234.18	        704.00		     -704.00	        938.18									
66731     USD	3573-458736-	29/1/2025			        258.48		      258.48				        258.48	       1051.00		    -1051.00	       1309.48									
66696     USD	3573-458738-	29/1/2025	        704.00		        938.18		      234.18				        938.18				        938.18									
66696     USD	3573-458739-	29/1/2025	       1051.00		       1309.48		      258.48				       1309.48				       1309.48									
66714     USD	3573-458740-	30/1/2025	       1030.00		       1237.00		      207.00				       1237.00				       1237.00									
66714     USD	3573-458742-	30/1/2025	       1030.00		       1237.00		      207.00				       1237.00				       1237.00									
66685     USD	3573-458744-	30/1/2025	       1030.00		       1237.00		      207.00				       1237.00				       1237.00									
66685     USD	3573-458746-	30/1/2025	       1030.00		       1237.00		      207.00				       1237.00				       1237.00									
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
66825     USD	3573-458748-	31/1/2025			        267.67		      267.67				        267.67	       1235.00		    -1235.00	       1502.67									
66826     USD	3573-458749-	31/1/2025			        215.81		      215.81				        215.81	        902.00		     -902.00	       1117.81									
67038     PES	5604-942049-0	6/2/2025	     295488.00			     568572.30	   176701.50	    96382.80									CA5447640000006068							
66834     USD	5604-950770-6	31/1/2025	       1333.00		       1658.87		      325.87				       1658.87				       1658.87									
66826     USD	5605-377050-	31/1/2025			        228.71		      228.71				        228.71	       1086.00		    -1086.00	       1314.71									
66826     USD	5605-377051-	31/1/2025			        228.71		      228.71				        228.71	       1086.00		    -1086.00	       1314.71									
66840     USD	5605-377052-	31/1/2025	       1078.00		       1288.40		      210.40				       1288.40				       1288.40									
66840     USD	5605-377054-	31/1/2025	       1078.00		       1288.40		      210.40				       1288.40				       1288.40									
66845     USD	5605-377056-	31/1/2025			        244.11		      244.11				        244.11	       1306.00		    -1306.00	       1550.11									
66845     USD	5605-377057-	31/1/2025			        244.11		      244.11				        244.11	       1306.00		    -1306.00	       1550.11									
66810     USD	5605-377058-	31/1/2025	        592.00		        871.53		      279.53				        871.53				        871.53									
66810     USD	5605-377059-	31/1/2025	        592.00		        871.53		      279.53				        871.53				        871.53									
66810     USD	5605-377060-	31/1/2025	        592.00		        871.53		      279.53				        871.53				        871.53									
66810     USD	5605-377061-	31/1/2025	        397.00		        662.93		      265.93				        662.93				        662.93									
66810     USD	5605-377062-	31/1/2025	        592.00		        871.53		      279.53				        871.53				        871.53									
66810     USD	5605-377064-	31/1/2025	        592.00		        871.53		      279.53				        871.53				        871.53									
66852     USD	5605-377065-	31/1/2025			        343.80		      343.80				        343.80	       1273.00		    -1273.00	       1616.80									
66852     USD	5605-377066-	31/1/2025			        343.80		      343.80				        343.80	       1273.00		    -1273.00	       1616.80									
66873     USD	5605-377068-	3/2/2025	        919.00		       1168.18		      249.18				       1168.18				       1168.18									
66873     USD	5605-377069-	3/2/2025	        919.00		       1168.18		      249.18				       1168.18				       1168.18									
66873     USD	5605-377070-	3/2/2025	        919.00		       1168.18		      249.18				       1168.18				       1168.18									
66873     USD	5605-377071-	3/2/2025	        616.00		        843.98		      227.98				        843.98				        843.98									
66870     USD	5605-377072-	3/2/2025	        885.00		       1131.88		      246.88				       1131.88				       1131.88									
66870     USD	5605-377073-	3/2/2025	        885.00		       1131.88		      246.88				       1131.88				       1131.88									
66870     USD	5605-377074-	3/2/2025	        885.00		       1131.88		      246.88				       1131.88				       1131.88									
66870     USD	5605-377075-	3/2/2025	        885.00		       1131.88		      246.88				       1131.88				       1131.88									
66935     USD	5605-377076-	4/2/2025			        189.40		      189.40				        189.40	        778.00		     -778.00	        967.40									
66935     USD	5605-377077-	4/2/2025			        189.40		      189.40				        189.40	        778.00		     -778.00	        967.40									
66935     USD	5605-377078-	4/2/2025			        189.40		      189.40				        189.40	        778.00		     -778.00	        967.40									
66911     USD	5605-377079-	4/2/2025	        565.00		        743.90		      178.90				        743.90				        743.90									
66911     USD	5605-377080-	4/2/2025	        565.00		        743.90		      178.90				        743.90				        743.90									
66911     USD	5605-377081-	4/2/2025	        565.00		        743.90		      178.90				        743.90				        743.90									
66934     USD	5605-377082-	4/2/2025	       1273.00		       1616.08		      343.08				       1616.08				       1616.08									
66934     USD	5605-377083-	4/2/2025	       1273.00		       1616.08		      343.08				       1616.08				       1616.08									
66990     USD	5605-377099-	5/2/2025	        549.00		        726.70		      177.70				        726.70				        726.70									
66990     USD	5605-382250-	5/2/2025	        549.00		        726.70		      177.70				        726.70				        726.70									
66990     USD	5605-382251-	5/2/2025	        368.00		        533.10		      165.10				        533.10				        533.10									
66990     USD	5605-382252-	5/2/2025	        549.00		        726.70		      177.70				        726.70				        726.70									
66996     USD	5605-382253-	5/2/2025	        485.00		        757.13		      272.13				        757.13				        757.13									
66996     USD	5605-382254-	5/2/2025	        485.00		        757.13		      272.13				        757.13				        757.13									
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
67014     USD	5605-382259-	6/2/2025	        918.00		       1135.01		      217.01				       1135.01				       1135.01									
67014     USD	5605-382260-	6/2/2025	        918.00		       1135.01		      217.01				       1135.01				       1135.01									
67014     USD	5605-382261-	6/2/2025	        918.00		       1135.01		      217.01				       1135.01				       1135.01									
67014     USD	5605-382262-	6/2/2025	       1035.00		       1260.21		      225.21				       1260.21				       1260.21									
	SUBTOTAL:		   10138612.08		    8395338.31	    3192256.54	   735556.97	 15166905.20			    8395338.31	      63169.00		   -63169.00	    8458507.31									
	# TICKETS:	186																						
																								
COMPAÑIA	DL																							
FILE	Nº TICKET	FECHA	TARIFA	OFFLINE	CASH	TARJETA	IMPUESTOS	Resols.	(IVA)	COMISION	SUBTOTAL	NETO	%	OVER	A PAGAR	TOUR CODE	NRO TARJETA	OC						
65646     USD	1403-391899-0	2/1/2025	        980.00		       1198.81		      218.81				       1198.81				       1198.81									
65646     USD	1403-391900-1	2/1/2025	        980.00		       1198.81		      218.81				       1198.81				       1198.81									
66802     PES	1403-649281-6	30/1/2025	     540036.00		         -0.00	     737406.40	    35359.60	   162010.80			         -0.00				         -0.00		AX000000000007516							
66957     USD	1403-687120-3	4/2/2025	         91.33		        113.43		       22.10				        113.43				        113.43									
66957     USD	1403-687121-4	4/2/2025	         91.33		        113.43		       22.10				        113.43				        113.43									
66675     USD	5604-942007-0	28/1/2025	        206.85		        252.95		       46.10				        252.95				        252.95									
66675     USD	5604-942008-1	28/1/2025	        206.85		        252.95		       46.10				        252.95				        252.95									
66675     USD	5604-942009-2	28/1/2025	        206.85		        252.95		       46.10				        252.95				        252.95									
66675     USD	5604-942010-3	28/1/2025	        206.85		        252.95		       46.10				        252.95				        252.95									
	SUBTOTAL:		     543006.06		       3636.28	     737406.40	    36025.82	 15328916.00			       3636.28				       3636.28									
	# TICKETS:	9																						
																								
COMPAÑIA	EK																							
FILE	Nº TICKET	FECHA	TARIFA	OFFLINE	CASH	TARJETA	IMPUESTOS	Resols.	(IVA)	COMISION	SUBTOTAL	NETO	%	OVER	A PAGAR	TOUR CODE	NRO TARJETA	OC						
65659     USD	1403-374515-4	2/1/2025	        330.00		        475.90		      145.90				        475.90				        475.90									
66317     USD	1403-569483-1	20/1/2025	        994.00		       1177.30		      183.30				       1177.30				       1177.30	ZZBUE1209A								
66317     USD	1403-569484-2	20/1/2025	        994.00		       1177.30		      183.30				       1177.30				       1177.30	ZZBUE1209A								
66317     USD	1403-569485-3	20/1/2025	        994.00		       1177.30		      183.30				       1177.30				       1177.30	ZZBUE1209A								
66317     USD	1403-569486-4	20/1/2025	        994.00		       1177.30		      183.30				       1177.30				       1177.30	ZZBUE1209A								
66317     USD	1403-569487-5	20/1/2025	        994.00		       1177.30		      183.30				       1177.30				       1177.30	ZZBUE1209A								
66317     USD	1403-569488-6	20/1/2025	        994.00		       1177.30		      183.30				       1177.30				       1177.30	ZZBUE1209A								
66317     USD	1403-569489-0	20/1/2025	        994.00		       1177.30		      183.30				       1177.30				       1177.30	ZZBUE1209A								
66317     USD	1403-569490-1	20/1/2025	        994.00		       1177.30		      183.30				       1177.30				       1177.30	ZZBUE1209A								
66317     USD	1403-569491-2	20/1/2025	        994.00		       1177.30		      183.30				       1177.30				       1177.30	ZZBUE1209A								
66317     USD	1403-569492-3	20/1/2025	        994.00		       1177.30		      183.30				       1177.30				       1177.30	ZZBUE1209A								
66317     USD	1403-569493-4	20/1/2025	        994.00		       1177.30		      183.30				       1177.30				       1177.30	ZZBUE1209A								
66317     USD	1403-569494-5	20/1/2025	        994.00		       1177.30		      183.30				       1177.30				       1177.30	ZZBUE1209A								
66317     USD	1403-569495-6	20/1/2025	        994.00		       1177.30		      183.30				       1177.30				       1177.30	ZZBUE1209A								
66317     USD	1403-569496-0	20/1/2025	        994.00		       1177.30		      183.30				       1177.30				       1177.30	ZZBUE1209A								
66317     USD	1403-569497-1	20/1/2025	        994.00		       1177.30		      183.30				       1177.30				       1177.30	ZZBUE1209A								
66317     USD	1403-569498-2	20/1/2025	        994.00		       1177.30		      183.30				       1177.30				       1177.30	ZZBUE1209A								
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
66317     USD	1403-569499-3	20/1/2025	        994.00		       1228.30		      234.30				       1228.30				       1228.30	ZZBUE1209A								
66495     USD	1403-598127-	23/1/2025	       1075.00		       1898.70		      823.70				       1898.70				       1898.70									
66495     USD	1403-598128-	23/1/2025	       1075.00		       1898.70		      823.70				       1898.70				       1898.70									
66495     USD	1403-598129-	23/1/2025	       1075.00		       1907.70		      832.70				       1907.70				       1907.70									
66832     USD	1403-649294-5	31/1/2025	        416.00		        565.40		      149.40				        565.40				        565.40									
66832     USD	1403-649295-6	31/1/2025	        416.00		        565.40		      149.40				        565.40				        565.40									
65709     USD	3583-598819-	6/1/2025	       1044.00		       1870.60		      826.60				       1870.60				       1870.60									
65709     USD	3583-598820-4	6/1/2025	       1044.00		       1876.60		      832.60				       1876.60				       1876.60									
66625     USD	5604-918348-	27/1/2025	        430.00		        606.00		      176.00				        606.00				        606.00									
66625     USD	5604-918349-	27/1/2025	        430.00		        591.00		      161.00				        591.00				        591.00									
66625     USD	5604-918350-	27/1/2025	        323.00		        476.60		      153.60				        476.60				        476.60									
66625     USD	5604-918351-	27/1/2025	        430.00		        591.00		      161.00				        591.00				        591.00									
66625     USD	5604-918352-	27/1/2025	        430.00		        591.00		      161.00				        591.00				        591.00									
	SUBTOTAL:		      25416.00		      33979.70		     8563.70	 15328916.00			      33979.70				      33979.70									
	# TICKETS:	30																						
																								
COMPAÑIA	ET																							
FILE	Nº TICKET	FECHA	TARIFA	OFFLINE	CASH	TARJETA	IMPUESTOS	Resols.	(IVA)	COMISION	SUBTOTAL	NETO	%	OVER	A PAGAR	TOUR CODE	NRO TARJETA	OC						
65894     USD	1403-374519-1	9/1/2025	       1086.00		       2003.20		      917.20			       21.72	       1981.48		  3.00	       32.58	       1948.90									
65894     USD	1403-374520-2	9/1/2025	       1086.00		       1997.20		      911.20			       21.72	       1975.48		  3.00	       32.58	       1942.90									
66238     USD	1403-374521-	17/1/2025	        314.00		        314.00						        314.00				        314.00									
65946     USD	1403-474606-2	10/1/2025	        712.00		       1619.46		      907.46			       14.24	       1605.22				       1605.22									
66000     USD	1403-474634-3	13/1/2025	       1115.00		       1979.70		      864.70				       1979.70				       1979.70									
66000     USD	1403-474636-3	13/1/2025	       1115.00		       1979.70		      864.70				       1979.70				       1979.70									
	SUBTOTAL:		       5428.00		       9893.26		     4465.26	 15328916.00		       57.68	       9835.58			       65.16	       9770.42									
	# TICKETS:	6																						
																								
COMPAÑIA	G3																							
FILE	Nº TICKET	FECHA	TARIFA	OFFLINE	CASH	TARJETA	IMPUESTOS	Resols.	(IVA)	COMISION	SUBTOTAL	NETO	%	OVER	A PAGAR	TOUR CODE	NRO TARJETA	OC						
65685     USD	1403-431965-5	3/1/2025	        933.00		       1098.60		      165.60				       1098.60				       1098.60	*F*OPERINT								
65685     USD	1403-431966-6	3/1/2025	       1012.00		       1183.10		      171.10				       1183.10				       1183.10	*F*OPERINT								
65692     USD	1403-431982-1	3/1/2025	        956.00		       1120.10		      164.10				       1120.10				       1120.10	*F*OPERINT								
65676     USD	1403-431983-2	3/1/2025	        392.00		        505.00		      113.00				        505.00				        505.00	*F*OPERINT								
65676     USD	1403-431984-3	3/1/2025	        392.00		        505.00		      113.00				        505.00				        505.00	*F*OPERINT								
65742     USD	1403-431989-1	3/1/2025	        474.69		        589.06		      114.37				        589.06				        589.06									
65742     USD	1403-431990-2	3/1/2025	        474.69		        589.06		      114.37				        589.06				        589.06									
65742     USD	1403-431991-3	3/1/2025	        474.69		        589.06		      114.37				        589.06				        589.06									
65742     USD	1403-431992-4	3/1/2025	        474.69		        589.06		      114.37				        589.06				        589.06									
65693     USD	1403-431993-5	3/1/2025	        702.00		        836.70		      134.70				        836.70				        836.70									
65693     USD	1403-431994-6	3/1/2025	        702.00		        836.70		      134.70				        836.70				        836.70									
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
65698     USD	1403-432000-5	5/1/2025	        621.00		        755.50		      134.50				        755.50				        755.50	*F*OPERINT								
65783     USD	1403-432022-6	7/1/2025	        780.00		        933.60		      153.60				        933.60				        933.60	*F*OPERINT								
65783     USD	1403-432023-0	7/1/2025	        780.00		        933.60		      153.60				        933.60				        933.60	*F*OPERINT								
65794     USD	1403-432037-0	 7/01/25	VOID																					
65794     USD	1403-432038-1	 7/01/25	VOID																					
65794     USD	1403-432039-2	 7/01/25	VOID																					
65794     USD	1403-432040-3	 7/01/25	VOID																					
65835     USD	1403-432047-3	8/1/2025														*F*OPERINT								
65817     USD	1403-432049-5	8/1/2025	        423.00		        543.40		      120.40				        543.40				        543.40	*F*OPERINT								
65817     USD	1403-432050-6	8/1/2025	        423.00		        543.40		      120.40				        543.40				        543.40	*F*OPERINT								
65881     USD	1403-474573-4	9/1/2025	        709.00		        844.30		      135.30				        844.30				        844.30	*F*OPERINT								
65881     USD	1403-474574-5	9/1/2025	        630.00		        759.80		      129.80				        759.80				        759.80	*F*OPERINT								
65881     USD	1403-474575-6	9/1/2025	        630.00		        759.80		      129.80				        759.80				        759.80	*F*OPERINT								
65960     USD	1403-474607-3	10/1/2025	        441.00		        557.60		      116.60				        557.60				        557.60	*F*OPERINT								
65960     USD	1403-474608-4	10/1/2025	        441.00		        557.60		      116.60				        557.60				        557.60	*F*OPERINT								
65992     USD	1403-474621-3	11/1/2025	        794.00		        950.30		      156.30				        950.30				        950.30	*F*OPERINT								
65992     USD	1403-474622-4	11/1/2025	        794.00		        950.30		      156.30				        950.30				        950.30	*F*OPERINT								
66035     USD	1403-474650-4	13/1/2025	        722.00		        870.80		      148.80				        870.80				        870.80	*F*OPERINT								
66035     USD	1403-474651-5	13/1/2025	        722.00		        870.80		      148.80				        870.80				        870.80	*F*OPERINT								
66252     USD	1403-541907-5	17/1/2025	        874.00		       1036.10		      162.10				       1036.10				       1036.10	*F*OPERINT								
66252     USD	1403-541908-6	17/1/2025	        874.00		       1036.10		      162.10				       1036.10				       1036.10	*F*OPERINT								
66252     USD	1403-541909-0	17/1/2025	        874.00		       1036.10		      162.10				       1036.10				       1036.10	*F*OPERINT								
66279     USD	1403-541941-4	18/1/2025	        340.00		        445.50		      105.50				        445.50				        445.50									
66279     USD	1403-541942-5	18/1/2025	        340.00		        445.50		      105.50				        445.50				        445.50									
66279     USD	1403-541943-6	18/1/2025	        340.00		        445.50		      105.50				        445.50				        445.50									
66279     USD	1403-541944-0	18/1/2025	        340.00		        445.50		      105.50				        445.50				        445.50									
66440     PES	1403-580116-1	22/1/2025	     404204.00		         -0.00	     541355.30	    15890.10	   121261.20			         -0.00				         -0.00		CA000000000000808							
66440     PES	1403-580117-2	22/1/2025	     404204.00		         -0.00	     541355.30	    15890.10	   121261.20			         -0.00				         -0.00		CA000000000000808							
66440     PES	1403-580118-3	22/1/2025	     404204.00		         -0.00	     541355.30	    15890.10	   121261.20			         -0.00				         -0.00		CA000000000000808							
66440     PES	1403-580119-4	22/1/2025	     404204.00		         -0.00	     541355.30	    15890.10	   121261.20			         -0.00				         -0.00		CA000000000000808							
66440     PES	1403-580120-5	22/1/2025	     404204.00		         -0.00	     541355.30	    15890.10	   121261.20			         -0.00				         -0.00		CA000000000000808							
66453     USD	1403-580133-4	23/1/2025	        405.00		        524.90		      119.90				        524.90				        524.90	*F*OPERINT								
66453     USD	1403-580134-5	23/1/2025	        405.00		        524.90		      119.90				        524.90				        524.90	*F*OPERINT								
66472     USD	1403-580159-2	23/1/2025	        283.00		        399.10		      116.10				        399.10				        399.10	*F*OPERINT								
66472     USD	1403-580160-3	23/1/2025	        283.00		        399.10		      116.10				        399.10				        399.10	*F*OPERINT								
66472     USD	1403-580161-4	23/1/2025	        283.00		        399.10		      116.10				        399.10				        399.10	*F*OPERINT								
66474     USD	1403-580167-3	23/1/2025	        570.00		        708.60		      138.60				        708.60				        708.60	*F*OPERINT								
66474     USD	1403-601618-6	23/1/2025	        570.00		        708.60		      138.60				        708.60				        708.60	*F*OPERINT								
66474     USD	1403-601619-0	23/1/2025	        570.00		        708.60		      138.60				        708.60				        708.60	*F*OPERINT								
66474     USD	1403-601620-1	23/1/2025	         66.00		         70.60		        4.60				         70.60				         70.60	*F*OPERINT								
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
66474     USD	1403-601621-2	23/1/2025	        608.00		        749.30		      141.30				        749.30				        749.30	*F*OPERINT								
66474     USD	1403-601622-3	23/1/2025	        556.00		        693.60		      137.60				        693.60				        693.60	*F*OPERINT								
66474     USD	1403-601623-4	23/1/2025	        556.00		        693.60		      137.60				        693.60				        693.60	*F*OPERINT								
66474     USD	1403-601624-5	23/1/2025	        556.00		        693.60		      137.60				        693.60				        693.60	*F*OPERINT								
66623     USD	1403-601676-1	27/1/2025	        596.00		        737.30		      141.30				        737.30				        737.30	*F*OPERINT								
66623     USD	1403-601677-2	27/1/2025	        526.00		        662.40		      136.40				        662.40				        662.40	*F*OPERINT								
66661     USD	1403-601690-1	28/1/2025														OPERINT4;S								
66661     USD	1403-601691-2	28/1/2025														OPERINT4;S								
66661     USD	1403-601692-3	28/1/2025														OPERINT4;S								
66661     USD	1403-601693-4	28/1/2025														OPERINT4;S								
66657     PES	1403-601698-2	28/1/2025	     422650.00		     109418.50	     551360.00	   111333.50	   126795.00			     109418.50				     109418.50		VI000000000000521							
66658     USD	1403-601699-3	28/1/2025	        276.00		        386.60		      110.60				        386.60				        386.60	*F*OPERINT								
66658     USD	1403-601700-4	28/1/2025	        276.00		        386.60		      110.60				        386.60				        386.60	*F*OPERINT								
66658     USD	1403-601701-5	28/1/2025	        276.00		        386.60		      110.60				        386.60				        386.60	*F*OPERINT								
66665     PES	1403-601702-6	28/1/2025	     295320.00		     502353.80		   118437.80	    88596.00			     502353.80				     502353.80	*F*OPERINT								
66665     PES	1403-601703-0	28/1/2025	     295320.00		     502353.80		   118437.80	    88596.00			     502353.80				     502353.80	*F*OPERINT								
66674     USD	1403-601705-2	28/1/2025	        785.00		        938.90		      153.90				        938.90				        938.90	*F*OPERINT								
66674     USD	1403-601706-3	28/1/2025	        785.00		        938.90		      153.90				        938.90				        938.90	*F*OPERINT								
66674     USD	1403-601707-4	28/1/2025	        785.00		        938.90		      153.90				        938.90				        938.90	*F*OPERINT								
66674     USD	1403-601708-5	28/1/2025	        785.00		        938.90		      153.90				        938.90				        938.90	*F*OPERINT								
66774     USD	1403-640510-6	30/1/2025	        463.00		        595.30		      132.30				        595.30				        595.30	*F*OPERINT								
66774     USD	1403-640511-0	30/1/2025	        463.00		        595.30		      132.30				        595.30				        595.30	*F*OPERINT								
66774     USD	1403-640512-1	30/1/2025	        463.00		        595.30		      132.30				        595.30				        595.30	*F*OPERINT								
66821     USD	1403-640518-0	31/1/2025	        508.00		        629.60		      121.60				        629.60				        629.60	*F*OPERINT								
66821     USD	1403-640519-1	31/1/2025	        508.00		        629.60		      121.60				        629.60				        629.60	*F*OPERINT								
66821     USD	1403-640520-2	31/1/2025	        508.00		        629.60		      121.60				        629.60				        629.60	*F*OPERINT								
66821     USD	1403-640521-3	31/1/2025	        508.00		        629.60		      121.60				        629.60				        629.60	*F*OPERINT								
66821     USD	1403-640522-4	31/1/2025	        508.00		        629.60		      121.60				        629.60				        629.60	*F*OPERINT								
66821     USD	1403-640523-5	31/1/2025	        508.00		        629.60		      121.60				        629.60				        629.60	*F*OPERINT								
66962     USD	1403-687133-2	5/2/2025	        114.00		        121.70		        7.70				        121.70				        121.70									
66987     USD	1403-687154-2	5/2/2025	        169.00		        518.40		      349.40				        518.40				        518.40	*F*OPERINT	CA+							
66987     USD	1403-687155-3	5/2/2025	        490.00		        625.90		      135.90				        625.90				        625.90	*F*OPERINT								
66987     USD	1403-687156-4	5/2/2025	        490.00		        625.90		      135.90				        625.90				        625.90	*F*OPERINT								
66987     USD	1403-687157-5	5/2/2025	        490.00		        625.90		      135.90				        625.90				        625.90	*F*OPERINT								
66987     USD	1403-687158-6	5/2/2025	        490.00		        625.90		      135.90				        625.90				        625.90	*F*OPERINT								
67015     USD	1403-687162-3	5/2/2025	        662.00		        794.50		      132.50				        794.50				        794.50	*F*OPERINT								
67015     USD	1403-687163-4	5/2/2025	        662.00		        794.50		      132.50				        794.50				        794.50	*F*OPERINT								
66841     PES	1849-997981-	31/1/2025	      16080.00		      17205.60		     1125.60				      17205.60				      17205.60									
66841     PES	1849-997982-	31/1/2025	      16080.00		      17205.60		     1125.60				      17205.60				      17205.60									
66841     PES	1849-997983-	31/1/2025	      16080.00		      17205.60		     1125.60				      17205.60				      17205.60									
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
66841     PES	1849-997984-	31/1/2025	      16080.00		      17205.60		     1125.60				      17205.60				      17205.60									
66259     USD	3583-425897-2	17/1/2025																						
