RENDICION DE BSP																								
JAZZ																								
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
COMPAÑIA	AA																							
FILE	Nº TICKET	FECHA	TARIFA	OFFLINE	CASH	TARJETA	IMPUESTOS	Resols.	(IVA)	COMISION	SUBTOTAL	NETO	%	OVER	A PAGAR	TOUR CODE	NRO TARJETA	OC						
66296     USD	1403-490167-2	20/1/2025	        498.00		        836.30		      338.30				        836.30				        836.30									
66627     PES	1403-621735-	27/1/2025	     641632.10		     641632.10						     641632.10				     641632.10									
66627     PES	3573-456131-	24/1/2025	     567187.70		     567187.70						     567187.70				     567187.70									
66366     USD	3583-774407-3	21/1/2025	       2914.00		       3887.20		      973.20			       29.14	       3858.06				       3858.06									
66366     USD	3583-774409-5	21/1/2025	       2301.00		       3176.70		      875.70			       23.01	       3153.69				       3153.69									
66366     USD	3583-774411-0	21/1/2025	       2914.00		       3887.20		      973.20			       29.14	       3858.06				       3858.06									
66407     USD	3583-774415-4	22/1/2025	       2288.00		       3235.50		      947.50			       22.88	       3212.62				       3212.62									
66407     USD	3583-774417-6	22/1/2025	       2288.00		       3235.50		      947.50			       22.88	       3212.62				       3212.62									
66407     USD	3583-774419-1	22/1/2025	       3051.00		       4051.90		     1000.90			       30.51	       4021.39				       4021.39									
66407     USD	3583-774421-3	22/1/2025	       3051.00		       4051.90		     1000.90			       30.51	       4021.39				       4021.39									
66407     USD	3583-774423-5	22/1/2025	       2288.00		       3235.50		      947.50			       22.88	       3212.62				       3212.62									
66407     USD	3583-774425-0	22/1/2025	       3051.00		       4051.90		     1000.90			       30.51	       4021.39				       4021.39									
66407     USD	3583-774427-2	22/1/2025																						
66407     USD	3583-774428-3	22/1/2025																						
66407     USD	3583-774429-4	22/1/2025																						
66407     USD	3583-774430-5	22/1/2025																						
66407     USD	3583-774431-6	22/1/2025																						
66407     USD	3583-774432-0	22/1/2025																						
66407     USD	3583-774433-1	22/1/2025	        471.00		        752.00		      281.00				        752.00				        752.00									
66407     USD	3583-774434-2	22/1/2025	        471.00		        752.00		      281.00				        752.00				        752.00									
66407     USD	3583-774435-3	22/1/2025	        471.00		        752.00		      281.00				        752.00				        752.00									
66407     USD	3583-774436-4	22/1/2025	        628.00		        909.00		      281.00				        909.00				        909.00									
66407     USD	3583-774437-5	22/1/2025	        628.00		        909.00		      281.00				        909.00				        909.00									
66407     USD	3583-774438-6	22/1/2025	        628.00		        909.00		      281.00				        909.00				        909.00									
66407     USD	3583-774439-0	22/1/2025	        201.00		        319.00		      118.00				        319.00				        319.00									
66407     USD	3583-774442-3	22/1/2025	       2854.00		       3813.90		      959.90			       28.54	       3785.36				       3785.36									
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
66953     USD	5604-950791-6	4/2/2025																						
66953     USD	5604-950792-0	4/2/2025																						
	SUBTOTAL:		    1241368.80		    1254134.10		    12765.30	 18540110.00		      270.00	    1253864.10				    1253864.10									
	# TICKETS:	34																						
																								
COMPAÑIA	LX																							
FILE	Nº TICKET	FECHA	TARIFA	OFFLINE	CASH	TARJETA	IMPUESTOS	Resols.	(IVA)	COMISION	SUBTOTAL	NETO	%	OVER	A PAGAR	TOUR CODE	NRO TARJETA	OC						
66609     USD	1403-576940-3	27/1/2025	        115.00		        216.90		      101.90				        216.90				        216.90									
66609     USD	1403-576941-4	27/1/2025	        115.00		        216.90		      101.90				        216.90				        216.90									
66113     USD	3583-732815-5	15/1/2025	        345.00		        480.40		      135.40				        480.40				        480.40									
66113     USD	3583-732816-6	15/1/2025	        345.00		        480.40		      135.40				        480.40				        480.40									
66113     USD	3583-732817-0	15/1/2025	        345.00		        480.40		      135.40				        480.40				        480.40									
66113     USD	3583-732818-1	15/1/2025	        258.00		        387.30		      129.30				        387.30				        387.30									
66953     USD	5604-950790-5	4/2/2025	        453.00		        546.00		       93.00				        546.00				        546.00									
	SUBTOTAL:		       1976.00		       2808.30		      832.30	 18540110.00			       2808.30				       2808.30									
	# TICKETS:	7																						
																								
COMPAÑIA	OB																							
FILE	Nº TICKET	FECHA	TARIFA	OFFLINE	CASH	TARJETA	IMPUESTOS	Resols.	(IVA)	COMISION	SUBTOTAL	NETO	%	OVER	A PAGAR	TOUR CODE	NRO TARJETA	OC						
65996     USD	1403-489989-6	11/1/2025	       1169.00		       1352.40		      183.40			       81.83	       1270.57				       1270.57									
65996     USD	1403-489990-0	11/1/2025	       1169.00		       1352.40		      183.40			       81.83	       1270.57				       1270.57									
	SUBTOTAL:		       2338.00		       2704.80		      366.80	 18540110.00		      163.66	       2541.14				       2541.14									
	# TICKETS:	2																						
																								
COMPAÑIA	TK																							
FILE	Nº TICKET	FECHA	TARIFA	OFFLINE	CASH	TARJETA	IMPUESTOS	Resols.	(IVA)	COMISION	SUBTOTAL	NETO	%	OVER	A PAGAR	TOUR CODE	NRO TARJETA	OC						
65829     PES	1403-428684-0	8/1/2025	    1128330.00		    2177949.20		   595859.60	   453759.60		    11283.30	    2166665.90				    2166665.90									
65829     PES	1403-428685-1	8/1/2025	    1128330.00		    2177949.20		   595859.60	   453759.60		    11283.30	    2166665.90				    2166665.90									
66229     USD	1403-490076-2	16/1/2025																						
66229     USD	1403-490078-4	16/1/2025																						
66229     USD	1403-490080-6	16/1/2025																						
66243     USD	1403-490113-4	17/1/2025	        966.00		       1523.20		      557.20			        9.66	       1513.54				       1513.54									
66577     USD	1403-576891-	24/1/2025	       1004.75		       1004.75						       1004.75				       1004.75									
66518     USD	1403-576897-2	24/1/2025	        308.00		        491.25		      183.25				        491.25				        491.25									
66537     USD	1403-601651-4	24/1/2025	        884.00		       1607.59		      723.59			        8.84	       1598.75				       1598.75									
66537     USD	1403-601653-6	24/1/2025	        884.00		       1607.59		      723.59			        8.84	       1598.75				       1598.75									
67039     USD	1403-687166-0	 6/02/25	VOID																					
66068     USD	1849-994127-	14/1/2025	        403.00		        403.00						        403.00				        403.00									
66068     USD	1849-994128-	14/1/2025	        105.00		        105.00						        105.00				        105.00									
66068     USD	1849-994129-	14/1/2025	         39.00		         39.00						         39.00				         39.00									
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
66068     USD	1849-994130-	14/1/2025	        244.00		        244.00						        244.00				        244.00									
66068     USD	1849-994131-	14/1/2025	        105.00		        105.00						        105.00				        105.00									
66577     USD	1849-996418-	24/1/2025	         39.00		         39.00						         39.00				         39.00									
	SUBTOTAL:		    2261641.75		    4363067.78		  1193906.83	 19447629.20		    22593.94	    4340473.84				    4340473.84									
	# TICKETS:	17																						
																								
COMPAÑIA	TP																							
FILE	Nº TICKET	FECHA	TARIFA	OFFLINE	CASH	TARJETA	IMPUESTOS	Resols.	(IVA)	COMISION	SUBTOTAL	NETO	%	OVER	A PAGAR	TOUR CODE	NRO TARJETA	OC						
66644     USD	1403-576951-0	28/1/2025	        830.00		       1051.90		      221.90				       1051.90				       1051.90									
66644     USD	1849996992	27/1/2025	         56.00		         56.00						         56.00				         56.00									
66215     PES	3583-774354-6	16/1/2025	      63172.00		     164813.00		    69292.70	    32348.30			     164813.00				     164813.00									
	SUBTOTAL:		      64058.00		     165920.90		    69514.60	 19479977.50			     165920.90				     165920.90									
	# TICKETS:	3																						
																								
COMPAÑIA	UA																							
FILE	Nº TICKET	FECHA	TARIFA	OFFLINE	CASH	TARJETA	IMPUESTOS	Resols.	(IVA)	COMISION	SUBTOTAL	NETO	%	OVER	A PAGAR	TOUR CODE	NRO TARJETA	OC						
66771     USD	1403-374547-1	30/1/2025	       1150.00		       1911.52		      761.52			       11.50	       1900.02		  4.00	       46.00	       1854.02									
66771     USD	1403-374549-3	30/1/2025	       1150.00		       1905.52		      755.52			       11.50	       1894.02		  4.00	       46.00	       1848.02									
66458     USD	1403-576859-6	23/1/2025	       1215.00		       1455.91		      240.91			       12.15	       1443.76				       1443.76									
66458     USD	1403-576860-0	23/1/2025	       1215.00		       1455.91		      240.91			       12.15	       1443.76				       1443.76									
66458     USD	1403-576861-1	23/1/2025	       1215.00		       1455.91		      240.91			       12.15	       1443.76				       1443.76									
66458     USD	1403-576862-2	23/1/2025	       1215.00		       1455.91		      240.91			       12.15	       1443.76				       1443.76									
